中国,-,156000000
云南省,-,156530000
四川省,-,156510000
西藏自治区,-,156540000
海南省,-,156460000
广西壮族自治区,-,156450000
广东省,-,156440000
台湾省,-,156710000
贵州省,-,156520000
湖南省,-,156430000
福建省,-,156350000
江西省,-,156360000
浙江省,-,156330000
湖北省,-,156420000
陕西省,-,156610000
安徽省,-,156340000
江苏省,-,156320000
河南省,-,156410000
甘肃省,-,156620000
青海省,-,156630000
新疆维吾尔自治区,-,156650000
山东省,-,156370000
山西省,-,156140000
宁夏回族自治区,-,156640000
河北省,-,156130000
辽宁省,-,156210000
内蒙古自治区,-,156150000
吉林省,-,156220000
黑龙江省,-,156230000
西双版纳傣族自治州,-,156532800
勐拉镇,-,156532500
普洱市,-,156530800
红河哈尼族彝族自治州,-,156532500
临沧市,-,156530900
玉溪市,-,156530400
德宏傣族景颇族自治州,-,156533100
昆明市,-,156530100
保山市,-,156530500
楚雄彝族自治州,-,156532300
曲靖市,-,156530300
泸水市,-,156533301
大理白族自治州,-,156532900
攀枝花市,-,156510400
怒江傈僳族自治州,-,156533300
丽江市,-,156530700
昭通市,-,156530600
迪庆藏族自治州,-,156533400
凉山彝族自治州,-,156513400
山南市,-,156540500
日喀则市,-,156540200
林芝市,-,156540400
乐山市,-,156511100
拉萨市,-,156540100
雅安市,-,156511800
眉山市,-,156511400
甘孜藏族自治州,-,156513300
成都市,-,156510100
德阳市,-,156510600
昌都市,-,156540300
阿坝藏族羌族自治州,-,156513200
那曲市,-,156540600
阿里地区,-,156542500
玉树藏族自治州,-,156632700
果洛藏族自治州,-,156632600
甘南藏族自治州,-,156623000
黄南藏族自治州,-,156632300
三沙市,-,156460300
三亚市,-,156460200
海口市,-,156460100
湛江市,-,156440800
北海市,-,156450500
茂名市,-,156440900
防城港市,-,156450600
阳江市,-,156441700
钦州市,-,156450700
澳门特别行政区,-,156820000
珠海市,-,156440400
香港特别行政区,-,156810000
崇左市,-,156451400
中山市,-,156442000
深圳市,-,156440300
江门市,-,156440700
玉林市,-,156450900
高雄市,-,156711000
汕尾市,-,156441500
南宁市,-,156450100
云浮市,-,156445300
台南市,-,156710014
东莞市,-,156441900
佛山市,-,156440600
肇庆市,-,156441200
惠州市,-,156441300
贵港市,-,156450800
广州市,-,156440100
汕头市,-,156440500
梧州市,-,156450400
揭阳市,-,156445200
潮州市,-,156445100
清远市,-,156441800
文山壮族苗族自治州,-,156532600
河源市,-,156441600
来宾市,-,156451300
百色市,-,156451000
梅州市,-,156441400
柳州市,-,156450200
贺州市,-,156451100
厦门市,-,156350200
漳州市,-,156350600
河池市,-,156451200
韶关市,-,156440200
泉州市,-,156350500
龙岩市,-,156350800
桂林市,-,156450300
黔西南布依族苗族自治州,-,156522300
莆田市,-,156350300
台中市,-,156710016
桃园市,-,156710018
新北市,-,156710012
台北市,-,156719000
黔南布依族苗族自治州,-,156522700
安顺市,-,156520400
永州市,-,156431100
黔东南苗族侗族自治州,-,156522600
六盘水市,-,156520200
贵阳市,-,156520100
中寨镇,-,156520500
邵阳市,-,156430500
毕节市,-,156520500
怀化市,-,156431200
娄底市,-,156431300
遵义市,-,156520300
铜仁市,-,156520600
益阳市,-,156430900
湘西土家族苗族自治州,-,156433100
宜宾市,-,156511500
泸州市,-,156510500
常德市,-,156430700
张家界市,-,156430800
自贡市,-,156510300
重庆市,-,156500000
内江市,-,156511000
资阳市,-,156512000
恩施土家族苗族自治州,-,156422800
荆州市,-,156421000
郴州市,-,156431000
赣州市,-,156360700
福州市,-,156350100
三明市,-,156350400
南平市,-,156350700
宁德市,-,156350900
衡阳市,-,156430400
吉安市,-,156360800
萍乡市,-,156360300
宜春市,-,156360900
新余市,-,156360500
株洲市,-,156430200
湘潭市,-,156430300
抚州市,-,156361000
长沙市,-,156430100
鹰潭市,-,156360600
上饶市,-,156361100
丽水市,-,156331100
南昌市,-,156360100
衢州市,-,156330800
金华市,-,156330700
景德镇市,-,156360200
岳阳市,-,156430600
九江市,-,156360400
黄山市,-,156341000
咸宁市,-,156421200
黄石市,-,156420200
杭州市,-,156330100
广安市,-,156511600
遂宁市,-,156510900
宜昌市,-,156420500
南充市,-,156511300
荆门市,-,156420800
达州市,-,156511700
绵阳市,-,156510700
巴中市,-,156511900
襄阳市,-,156420600
广元市,-,156510800
十堰市,-,156420300
安康市,-,156610900
汉中市,-,156610700
陇南市,-,156621200
商洛市,-,156611000
西安市,-,156610100
咸阳市,-,156610400
宝鸡市,-,156610300
渭南市,-,156610500
天水市,-,156620500
洛阳市,-,156410300
三门峡市,-,156411200
铜川市,-,156610200
运城市,-,156140800
鄂州市,-,156420700
黄冈市,-,156421100
安庆市,-,156340800
武汉市,-,156420100
池州市,-,156341700
湖州市,-,156330500
孝感市,-,156420900
宣城市,-,156341800
芜湖市,-,156340200
无锡市,-,156320200
马鞍山市,-,156340500
随州市,-,156421300
六安市,-,156341500
常州市,-,156320400
合肥市,-,156340100
铜陵市,-,156340700
南京市,-,156320100
信阳市,-,156411500
镇江市,-,156321100
滁州市,-,156341100
扬州市,-,156321000
泰州市,-,156321200
淮南市,-,156340400
阜阳市,-,156341200
蚌埠市,-,156340300
南阳市,-,156411300
驻马店市,-,156411700
盐城市,-,156320900
漯河市,-,156411100
淮安市,-,156320800
周口市,-,156411600
宿州市,-,156341300
平顶山市,-,156410400
亳州市,-,156341600
淮北市,-,156340600
宿迁市,-,156321300
许昌市,-,156411000
徐州市,-,156320300
商丘市,-,156411400
连云港市,-,156320700
郑州市,-,156410100
开封市,-,156410200
枣庄市,-,156370400
临沂市,-,156371300
温州市,-,156330300
台州市,-,156331000
宁波市,-,156330200
舟山市,-,156330900
绍兴市,-,156330600
嘉兴市,-,156330400
上海市,-,156310000
苏州市,-,156320500
南通市,-,156320600
临夏回族自治州,-,156622900
海南藏族自治州,-,156632500
兰州市,-,156620100
海东市,-,156630200
白银市,-,156620400
西宁市,-,156630100
海西蒙古族藏族自治州,-,156632800
和田地区,-,156653200
海北藏族自治州,-,156632200
武威市,-,156620600
喀什地区,-,156653100
金昌市,-,156620300
张掖市,-,156620700
克孜勒苏柯尔克孜自治州,-,156653000
酒泉市,-,156620900
嘉峪关市,-,156620200
巴音郭楞蒙古自治州,-,156652800
阿克苏地区,-,156652900
吐鲁番市,-,156650400
哈密市,-,156650500
伊犁哈萨克自治州,-,156654000
乌鲁木齐市,-,156650100
昌吉回族自治州,-,156652300
博尔塔拉蒙古自治州,-,156652700
克拉玛依市,-,156650200
塔城地区,-,156654200
阿勒泰地区,-,156654300
茫崖市,-,156632803
焦作市,-,156410800
菏泽市,-,156371700
新乡市,-,156410700
济宁市,-,156370800
日照市,-,156371100
晋城市,-,156140500
平凉市,-,156620800
定西市,-,156621100
庆阳市,-,156621000
鹤壁市,-,156410600
濮阳市,-,156410900
固原市,-,156640400
青岛市,-,156370200
临汾市,-,156141000
安阳市,-,156410500
长治市,-,156140400
泰安市,-,156370900
聊城市,-,156371500
延安市,-,156610600
邯郸市,-,156130400
济南市,-,156370100
潍坊市,-,156370700
淄博市,-,156370300
邢台市,-,156130500
滨州市,-,156371600
东营市,-,156370500
德州市,-,156371400
烟台市,-,156370600
中卫市,-,156640500
威海市,-,156371000
吕梁市,-,156141100
晋中市,-,156140700
衡水市,-,156131100
阳泉市,-,156140300
太原市,-,156140100
吴忠市,-,156640300
石家庄市,-,156130100
榆林市,-,156610800
沧州市,-,156130900
忻州市,-,156140900
银川市,-,156640100
保定市,-,156130600
大连市,-,156210200
阿拉善盟,-,156152900
石嘴山市,-,156640200
天津市,-,156120000
朔州市,-,156140600
廊坊市,-,156131000
鄂尔多斯市,-,156150600
唐山市,-,156130200
乌海市,-,156150300
北京市,-,156110000
秦皇岛市,-,156130300
大同市,-,156140200
丹东市,-,156210600
包头市,-,156150200
营口市,-,156210800
葫芦岛市,-,156211400
巴彦淖尔市,-,156150800
张家口市,-,156130700
呼和浩特市,-,156150100
承德市,-,156130800
乌兰察布市,-,156150900
锦州市,-,156210700
鞍山市,-,156210300
盘锦市,-,156211100
辽阳市,-,156211000
本溪市,-,156210500
朝阳市,-,156211300
通化市,-,156220500
沈阳市,-,156210100
抚顺市,-,156210400
白山市,-,156220600
阜新市,-,156210900
铁岭市,-,156211200
赤峰市,-,156150400
辽源市,-,156220400
延边朝鲜族自治州,-,156222400
四平市,-,156220300
通辽市,-,156150500
长春市,-,156220100
锡林郭勒盟,-,156152500
吉林市,-,156220200
牡丹江市,-,156231000
松原市,-,156220700
鸡西市,-,156230300
白城市,-,156220800
七台河市,-,156230900
哈尔滨市,-,156230100
兴安盟,-,156152200
大庆市,-,156230600
双鸭山市,-,156230500
绥化市,-,156231200
佳木斯市,-,156230800
鹤岗市,-,156230400
齐齐哈尔市,-,156230200
伊春市,-,156230700
呼伦贝尔市,-,156150700
黑河市,-,156231100
大兴安岭地区,-,156232700
勐腊县,-,156532823
勐海县,-,156532822
景洪市,-,156532801
孟连傣族拉祜族佤族自治县,-,156530827
河口瑶族自治县,-,156532532
澜沧拉祜族自治县,-,156530828
江城哈尼族彝族自治县,-,156530826
西盟佤族自治县,-,156530829
金平苗族瑶族傣族自治县,-,156532530
思茅区,-,156530802
屏边苗族自治县,-,156532523
绿春县,-,156532531
马关县,-,156532625
宁洱哈尼族彝族自治县,-,156530821
沧源佤族自治县,-,156530927
元阳县,-,156532528
个旧市,-,156532501
红河县,-,156532529
文山市,-,156532601
蒙自市,-,156532503
墨江哈尼族自治县,-,156530822
双江拉祜族佤族布朗族傣族自治县,-,156530925
景谷傣族彝族自治县,-,156530824
耿马傣族佤族自治县,-,156530926
元江哈尼族彝族傣族自治县,-,156530428
砚山县,-,156532622
建水县,-,156532524
石屏县,-,156532525
开远市,-,156532502
镇康县,-,156530924
临翔区,-,156530902
镇沅彝族哈尼族拉祜族自治县,-,156530825
瑞丽市,-,156533102
永德县,-,156530923
丘北县,-,156532626
新平彝族傣族自治县,-,156530427
通海县,-,156530423
峨山彝族自治县,-,156530426
陇川县,-,156533124
华宁县,-,156530424
江川区,-,156530403
红塔区,-,156530402
弥勒市,-,156532504
芒市,-,156533103
云县,-,156530922
景东彝族自治县,-,156530823
泸西县,-,156532527
凤庆县,-,156530921
龙陵县,-,156530523
晋宁区,-,156530115
易门县,-,156530425
澄江市,-,156530481
双柏县,-,156532322
盈江县,-,156533123
施甸县,-,156530521
石林彝族自治县,-,156530126
梁河县,-,156533122
昌宁县,-,156530524
师宗县,-,156530323
罗平县,-,156530324
呈贡区,-,156530114
安宁市,-,156530181
宜良县,-,156530125
官渡区,-,156530111
腾冲市,-,156530581
陆良县,-,156530322
楚雄市,-,156532301
西山区,-,156530112
南涧彝族自治县,-,156532926
五华区,-,156530102
盘龙区,-,156530103
隆阳区,-,156530502
禄丰县,-,156532331
南华县,-,156532324
富民县,-,156530124
巍山彝族回族自治县,-,156532927
牟定县,-,156532323
嵩明县,-,156530127
弥渡县,-,156532925
马龙区,-,156530304
永平县,-,156532928
祥云县,-,156532923
麒麟区,-,156530302
姚安县,-,156532325
武定县,-,156532329
禄劝彝族苗族自治县,-,156530128
寻甸回族彝族自治县,-,156530129
大理市,-,156532901
沾益区,-,156530303
漾濞彝族自治县,-,156532922
富源县,-,156530325
元谋县,-,156532328
盘州市,-,156520281
大姚县,-,156532326
宾川县,-,156532924
云龙县,-,156532929
永仁县,-,156532327
东川区,-,156530113
洱源县,-,156532930
宣威市,-,156530381
会泽县,-,156530326
兰坪白族普米族自治县,-,156533325
仁和区,-,156510411
剑川县,-,156532931
东区,-,156510402
鹤庆县,-,156532932
西区,-,156510403
华坪县,-,156530723
会东县,-,156513426
会理县,-,156513425
盐边县,-,156510422
永胜县,-,156530722
玉龙纳西族自治县,-,156530721
威宁彝族回族苗族自治县,-,156520526
古城区,-,156530702
米易县,-,156510421
福贡县,-,156533323
巧家县,-,156530622
宁南县,-,156513427
维西傈僳族自治县,-,156533423
鲁甸县,-,156530621
宁蒗彝族自治县,-,156530724
昭阳区,-,156530602
普格县,-,156513428
德昌县,-,156513424
盐源县,-,156513423
亚东县,-,156540233
彝良县,-,156530628
金阳县,-,156513430
布拖县,-,156513429
贡山独龙族怒族自治县,-,156533324
大关县,-,156530624
香格里拉市,-,156533401
西昌市,-,156513401
木里藏族自治县,-,156513422
错那县,-,156540530
昭觉县,-,156513431
盐津县,-,156530623
聂拉木县,-,156540235
筠连县,-,156511527
永善县,-,156530625
雷波县,-,156513437
岗巴县,-,156540237
喜德县,-,156513432
美姑县,-,156513436
定结县,-,156540231
洛扎县,-,156540527
隆子县,-,156540529
高县,-,156511525
措美县,-,156540526
德钦县,-,156533422
冕宁县,-,156513433
康马县,-,156540230
绥江县,-,156530626
水富市,-,156530681
越西县,-,156513434
屏山县,-,156511529
定日县,-,156540223
察隅县,-,156540425
叙州区,-,156511504
得荣县,-,156513338
马边彝族自治县,-,156511133
吉隆县,-,156540234
萨迦县,-,156540224
江孜县,-,156540222
乡城县,-,156513336
沐川县,-,156511129
甘洛县,-,156513435
浪卡子县,-,156540531
九龙县,-,156513324
琼结县,-,156540524
稻城县,-,156513337
朗县,-,156540426
曲松县,-,156540525
拉孜县,-,156540225
白朗县,-,156540228
加查县,-,156540528
犍为县,-,156511123
米林县,-,156540422
乃东区,-,156540502
石棉县,-,156511824
峨边彝族自治县,-,156511132
仁布县,-,156540229
金口河区,-,156511113
扎囊县,-,156540521
桑日县,-,156540523
桑珠孜区,-,156540202
贡嘎县,-,156540522
昂仁县,-,156540226
墨脱县,-,156540423
萨嘎县,-,156540236
汉源县,-,156511823
曲水县,-,156540124
五通桥区,-,156511112
沙湾区,-,156511111
尼木县,-,156540123
谢通门县,-,156540227
荣县,-,156510321
市中区,-,156511102
峨眉山市,-,156511181
巴宜区,-,156540402
堆龙德庆区,-,156540103
井研县,-,156511124
城关区,-,156540102
达孜区,-,156540104
左贡县,-,156540327
芒康县,-,156540328
南木林县,-,156540221
夹江县,-,156511126
仲巴县,-,156540232
荥经县,-,156511822
青神县,-,156511425
墨竹工卡县,-,156540127
波密县,-,156540424
工布江达县,-,156540421
林周县,-,156540121
洪雅县,-,156511423
泸定县,-,156513322
仁寿县,-,156511421
理塘县,-,156513334
康定市,-,156513301
巴塘县,-,156513335
雨城区,-,156511802
丹棱县,-,156511424
雅江县,-,156513325
东坡区,-,156511402
八宿县,-,156540326
天全县,-,156511825
名山区,-,156511803
芦山县,-,156511826
彭山区,-,156511403
蒲江县,-,156510131
普兰县,-,156542521
宝兴县,-,156511827
新津区,-,156510118
邛崃市,-,156510183
当雄县,-,156540122
龙泉驿区,-,156510112
双流区,-,156510116
大邑县,-,156510129
崇州市,-,156510184
嘉黎县,-,156540621
武侯区,-,156510107
察雅县,-,156540325
锦江区,-,156510104
成华区,-,156510108
青羊区,-,156510105
温江区,-,156510115
金牛区,-,156510106
洛隆县,-,156540329
郫都区,-,156510117
新都区,-,156510114
贡觉县,-,156540322
金堂县,-,156510121
青白江区,-,156510113
丹巴县,-,156513323
申扎县,-,156540625
边坝县,-,156540330
新龙县,-,156513329
广汉市,-,156510681
道孚县,-,156513326
都江堰市,-,156510181
彭州市,-,156510182
小金县,-,156513227
措勤县,-,156542527
什邡市,-,156510682
卡若区,-,156540302
旌阳区,-,156510603
白玉县,-,156513331
类乌齐县,-,156540323
罗江区,-,156510604
绵竹市,-,156510683
炉霍县,-,156513327
班戈县,-,156540627
丁青县,-,156540324
理县,-,156513222
色尼区,-,156540602
金川县,-,156513226
汶川县,-,156513221
比如县,-,156540622
札达县,-,156542522
江达县,-,156540321
甘孜县,-,156513328
北川羌族自治县,-,156510726
茂县,-,156513223
尼玛县,-,156540629
德格县,-,156513330
索县,-,156540626
马尔康市,-,156513201
巴青县,-,156540628
黑水县,-,156513228
聂荣县,-,156540623
囊谦县,-,156632725
安多县,-,156540624
壤塘县,-,156513230
色达县,-,156513333
改则县,-,156542526
革吉县,-,156542525
平武县,-,156510727
双湖县,-,156540630
噶尔县,-,156542523
松潘县,-,156513224
红原县,-,156513233
杂多县,-,156632722
阿坝县,-,156513231
班玛县,-,156632622
石渠县,-,156513332
玉树市,-,156632701
九寨沟县,-,156513225
称多县,-,156632723
日土县,-,156542524
久治县,-,156632625
若尔盖县,-,156513232
达日县,-,156632624
舟曲县,-,156623023
治多县,-,156632724
甘德县,-,156632623
玛曲县,-,156623025
宕昌县,-,156621223
迭部县,-,156623024
曲麻莱县,-,156632726
岷县,-,156621126
玛沁县,-,156632621
卓尼县,-,156623022
碌曲县,-,156623026
临潭县,-,156623021
河南蒙古族自治县,-,156632324
漳县,-,156621125
玛多县,-,156632626
合作市,-,156623001
泽库县,-,156632323
渭源县,-,156621123
吉阳区,-,156460203
海棠区,-,156460202
天涯区,-,156460204
崖州区,-,156460205
陵水黎族自治县,-,156469028
保亭黎族苗族自治县,-,156469029
乐东黎族自治县,-,156469027
五指山市,-,156469001
万宁市,-,156469006
琼中黎族苗族自治县,-,156469030
东方市,-,156469007
白沙黎族自治县,-,156469025
琼海市,-,156469002
昌江黎族自治县,-,156469026
屯昌县,-,156469022
儋州市,-,156460400
文昌市,-,156469005
定安县,-,156469021
澄迈县,-,156469023
临高县,-,156469024
琼山区,-,156460107
秀英区,-,156460105
美兰区,-,156460108
龙华区,-,156460106
徐闻县,-,156440825
雷州市,-,156440882
霞山区,-,156440803
坡头区,-,156440804
麻章区,-,156440811
赤坎区,-,156440802
遂溪县,-,156440823
吴川市,-,156440883
银海区,-,156450503
海城区,-,156450502
电白区,-,156440904
铁山港区,-,156450512
东兴市,-,156450681
廉江市,-,156440881
茂南区,-,156440902
港口区,-,156450602
合浦县,-,156450521
化州市,-,156440982
阳西县,-,156441721
防城区,-,156450603
江城区,-,156441702
阳东区,-,156441704
高州市,-,156440981
钦南区,-,156450702
钦北区,-,156450702
凭祥市,-,156451481
宁明县,-,156451422
金湾区,-,156440404
上思县,-,156450621
阳春市,-,156441781
恩平市,-,156440785
斗门区,-,156440403
南区,-,156810105
台山市,-,156440781
离岛区,-,156810110
香洲区,-,156440402
浦北县,-,156450722
博白县,-,156450923
湾仔区,-,156810107
中西区,-,156810101
东区,-,156810102
油尖旺区,-,156810109
观塘区,-,156810104
九龙城区,-,156810103
陆川县,-,156450922
深水埗区,-,156810106
黄大仙区,-,156810108
龙州县,-,156451423
葵青区,-,156810111
信宜市,-,156440983
开平市,-,156440783
荃湾区,-,156810117
西贡区,-,156810113
沙田区,-,156810114
屯门区,-,156810115
江州区,-,156451402
灵山县,-,156450721
元朗区,-,156810118
大埔区,-,156810116
新会区,-,156440705
北区,-,156810112
福田区,-,156440304
南山区,-,156440305
福绵区,-,156450903
罗湖区,-,156440303
宝安区,-,156440306
盐田区,-,156440308
江海区,-,156440704
蓬江区,-,156440703
玉州区,-,156450902
扶绥县,-,156451421
横县,-,156450127
屏东县,-,156710011
新兴县,-,156445321
北流市,-,156450981
龙岗区,-,156440307
兴业县,-,156450924
良庆区,-,156450108
邕宁区,-,156450109
鹤山市,-,156440784
罗定市,-,156445381
城区,-,156441502
江南区,-,156450105
青秀区,-,156450103
惠阳区,-,156441303
南沙区,-,156440115
顺德区,-,156440606
大新县,-,156451424
西乡塘区,-,156450107
兴宁区,-,156450102
容县,-,156450921
高明区,-,156440608
陆丰市,-,156441581
岑溪市,-,156450481
云城区,-,156445302
番禺区,-,156440113
海丰县,-,156441521
惠东县,-,156441323
禅城区,-,156440604
高要区,-,156441204
南海区,-,156440605
惠来县,-,156445224
端州区,-,156441202
云安区,-,156445303
港南区,-,156450803
天等县,-,156451425
海珠区,-,156440105
惠城区,-,156441302
黄埔区,-,156440112
港北区,-,156450802
天河区,-,156440106
麻栗坡县,-,156532624
荔湾区,-,156440103
覃塘区,-,156450804
越秀区,-,156440104
靖西市,-,156451081
德庆县,-,156441226
三水区,-,156440607
白云区,-,156440111
鼎湖区,-,156441203
武鸣区,-,156450110
隆安县,-,156450123
博罗县,-,156441322
宾阳县,-,156450126
郁南县,-,156445322
潮南区,-,156440514
增城区,-,156440118
潮阳区,-,156440513
濠江区,-,156440512
普宁市,-,156445281
陆河县,-,156441523
德保县,-,156451024
四会市,-,156441284
平果市,-,156451082
金平区,-,156440511
龙湖区,-,156440507
藤县,-,156450422
那坡县,-,156451026
桂平市,-,156450881
花都区,-,156440114
龙圩区,-,156450406
南澳县,-,156440523
封开县,-,156441225
揭西县,-,156445222
上林县,-,156450125
西畴县,-,156532623
嘉义县,-,156716000
潮安区,-,156445103
澄海区,-,156440515
万秀区,-,156450403
嘉义市,-,156715000
长洲区,-,156450405
榕城区,-,156445202
平南县,-,156450821
从化区,-,156440117
揭东区,-,156445203
澎湖县,-,156710010
武宣县,-,156451323
田东县,-,156451022
富宁县,-,156532628
广宁县,-,156441223
紫金县,-,156441621
饶平县,-,156445122
湘桥区,-,156445102
清城区,-,156441802
东山县,-,156350626
马山县,-,156450124
诏安县,-,156350624
兴宾区,-,156451302
龙门县,-,156441324
源城区,-,156441602
清新区,-,156441803
田阳区,-,156451003
大化瑶族自治县,-,156451229
丰顺县,-,156441423
东源县,-,156441625
合山市,-,156451381
佛冈县,-,156441821
右江区,-,156451002
怀集县,-,156441224
都安瑶族自治县,-,156451228
五华县,-,156441424
云霄县,-,156350622
象州县,-,156451322
广南县,-,156532627
新丰县,-,156440233
忻城县,-,156451321
龙川县,-,156441622
漳浦县,-,156350623
兴宁市,-,156441481
金秀瑶族自治县,-,156451324
巴马瑶族自治县,-,156451227
昭平县,-,156451121
英德市,-,156441881
蒙山县,-,156450423
柳江区,-,156450206
梅县区,-,156441403
田林县,-,156451029
梅江区,-,156441402
城中区,-,156450202
鱼峰区,-,156450203
柳南区,-,156450204
凌云县,-,156451027
大埔县,-,156441422
翁源县,-,156440229
柳北区,-,156450205
平和县,-,156350628
连平县,-,156441623
八步区,-,156451102
金门县,-,156350527
和平县,-,156441624
思明区,-,156350203
龙海市,-,156350681
阳山县,-,156441823
鹿寨县,-,156450223
海沧区,-,156350205
宜州区,-,156451203
荔浦市,-,156450381
西林县,-,156451030
龙文区,-,156350603
东兰县,-,156451224
芗城区,-,156350602
湖里区,-,156350206
南靖县,-,156350627
钟山县,-,156451122
凤山县,-,156451223
平远县,-,156441426
连山壮族瑶族自治县,-,156441825
集美区,-,156350211
翔安区,-,156350213
长泰县,-,156350625
平乐县,-,156450330
柳城县,-,156450222
蕉岭县,-,156441427
曲江区,-,156440205
金城江区,-,156451202
同安区,-,156350212
永定区,-,156350803
连南瑶族自治县,-,156441826
石狮市,-,156350581
全南县,-,156360729
隆林各族自治县,-,156451031
乳源瑶族自治县,-,156440232
罗城仫佬族自治县,-,156451225
阳朔县,-,156450321
连州市,-,156441882
晋江市,-,156350582
定南县,-,156360728
乐业县,-,156451028
武江区,-,156440203
浈江区,-,156440204
富川瑶族自治县,-,156451123
环江毛南族自治县,-,156451226
恭城瑶族自治县,-,156450332
鲤城区,-,156350502
丰泽区,-,156350503
龙南市,-,156360783
洛江区,-,156350504
始兴县,-,156440222
南安市,-,156350583
寻乌县,-,156360734
南丹县,-,156451221
永福县,-,156450326
册亨县,-,156522327
天峨县,-,156451222
华安县,-,156350629
惠安县,-,156350521
上杭县,-,156350823
安溪县,-,156350524
融水苗族自治县,-,156450225
仁化县,-,156440224
兴义市,-,156522301
武平县,-,156350824
新罗区,-,156350802
安龙县,-,156522328
雁山区,-,156450311
南雄市,-,156440282
乐昌市,-,156440281
泉港区,-,156350505
安远县,-,156360726
望谟县,-,156522326
江华瑶族自治县,-,156431129
融安县,-,156450224
临桂区,-,156450312
七星区,-,156450305
象山区,-,156450304
秀峰区,-,156450302
江永县,-,156431125
临武县,-,156431025
漳平市,-,156350881
叠彩区,-,156450303
秀屿区,-,156350305
永春县,-,156350525
仙游县,-,156350322
蓝山县,-,156431127
信丰县,-,156360722
贞丰县,-,156522325
宜章县,-,156431022
大余县,-,156360723
灵川县,-,156450323
荔波县,-,156522722
城厢区,-,156350302
罗甸县,-,156522728
荔城区,-,156350304
兴仁市,-,156522302
涵江区,-,156350303
灌阳县,-,156450327
德化县,-,156350526
平潭县,-,156350128
道县,-,156431124
台东县,-,156710013
云林县,-,156710022
南投县,-,156718000
花莲县,-,156713000
彰化县,-,156710023
苗栗县,-,156717000
宜兰县,-,156710021
新竹市,-,156710019
新竹县,-,156710020
基隆市,-,156714000
宁远县,-,156431126
嘉禾县,-,156431024
兴安县,-,156450325
紫云苗族布依族自治县,-,156520425
从江县,-,156522633
三江侗族自治县,-,156450226
普安县,-,156522323
龙胜各族自治县,-,156450328
独山县,-,156522726
平塘县,-,156522727
晴隆县,-,156522324
新田县,-,156431128
全州县,-,156450324
榕江县,-,156522632
关岭布依族苗族自治县,-,156520424
双牌县,-,156431123
三都水族自治县,-,156522732
长顺县,-,156522729
资源县,-,156450329
